Date,Open,High,Low,Close,Adj Close,Daily % Return,Deviation from mean,Event,,
9/4/1969,94.98,95.20,93.66,94.20,94.20,-0.82%,-0.9%,,,
9/5/1969,94.20,94.51,93.09,93.64,93.64,-0.59%,-0.6%,,,
9/8/1969,93.64,93.76,92.35,92.70,92.70,-1.00%,-1.0%,,,
9/9/1969,92.70,93.94,91.77,93.38,93.38,0.73%,0.7%,,,
9/10/1969,93.38,95.35,93.23,94.95,94.95,1.68%,1.6%,,,
9/11/1969,94.95,95.77,93.72,94.22,94.22,-0.77%,-0.8%,,,
9/12/1969,94.22,95.04,93.26,94.13,94.13,-0.10%,-0.1%,,,
9/15/1969,94.13,95.61,93.73,94.87,94.87,0.79%,0.8%,,,
9/16/1969,94.87,95.73,94.06,94.95,94.95,0.08%,0.0%,,,
9/17/1969,94.95,95.70,94.04,94.76,94.76,-0.20%,-0.2%,,,
9/18/1969,94.76,95.53,94.05,94.90,94.90,0.15%,0.1%,,,
9/19/1969,94.90,95.92,94.35,95.19,95.19,0.31%,0.3%,,,
9/22/1969,95.19,96.13,94.58,95.63,95.63,0.46%,0.4%,,,
9/23/1969,95.63,96.62,94.86,95.63,95.63,0.00%,0.0%,,,
9/24/1969,95.63,96.20,94.75,95.50,95.50,-0.14%,-0.2%,,,
9/25/1969,95.50,95.92,94.28,94.77,94.77,-0.76%,-0.8%,,,
9/26/1969,94.77,95.23,93.53,94.16,94.16,-0.64%,-0.7%,,,
9/29/1969,94.16,94.45,92.62,93.41,93.41,-0.80%,-0.8%,,,
9/30/1969,93.41,94.05,92.55,93.12,93.12,-0.31%,-0.3%,,,
10/1/1969,93.12,93.51,92.12,92.52,92.52,-0.64%,-0.7%,,,
10/2/1969,92.52,93.63,91.66,93.24,93.24,0.78%,0.7%,,,
10/3/1969,93.24,94.39,92.65,93.19,93.19,-0.05%,-0.1%,,,
10/6/1969,93.19,93.99,92.50,93.38,93.38,0.20%,0.2%,,,
10/7/1969,93.38,94.03,92.59,93.09,93.09,-0.31%,-0.3%,,,
10/8/1969,93.09,93.56,92.04,92.67,92.67,-0.45%,-0.5%,,,
10/9/1969,92.67,93.55,91.75,93.03,93.03,0.39%,0.4%,,,
10/10/1969,93.03,94.19,92.60,93.56,93.56,0.57%,0.5%,,,
10/13/1969,93.56,94.86,93.20,94.55,94.55,1.06%,1.0%,,,
10/14/1969,94.55,96.53,94.32,95.70,95.70,1.22%,1.2%,,,
10/15/1969,95.70,96.56,94.65,95.72,95.72,0.02%,0.0%,,,
10/16/1969,95.72,97.54,95.05,96.37,96.37,0.68%,0.6%,,,
10/17/1969,96.37,97.24,95.38,96.26,96.26,-0.11%,-0.1%,,,
10/20/1969,96.26,97.17,95.29,96.46,96.46,0.21%,0.2%,,,
10/21/1969,96.46,97.84,95.86,97.20,97.20,0.77%,0.7%,,,
10/22/1969,97.20,98.61,96.56,97.83,97.83,0.65%,0.6%,,,
10/23/1969,97.83,98.39,96.46,97.46,97.46,-0.38%,-0.4%,,,
10/24/1969,97.46,98.83,96.97,98.12,98.12,0.68%,0.6%,,,
10/27/1969,98.12,98.78,97.49,97.97,97.97,-0.15%,-0.2%,,,
10/28/1969,97.97,98.55,97.02,97.66,97.66,-0.32%,-0.4%,,,
10/29/1969,97.66,97.92,96.26,96.81,96.81,-0.87%,-0.9%,,,
10/30/1969,96.81,97.47,95.61,96.93,96.93,0.12%,0.1%,,,
10/31/1969,96.93,98.03,96.33,97.12,97.12,0.20%,0.2%,,,
11/3/1969,97.12,97.82,96.19,97.15,97.15,0.03%,0.0%,,,
11/4/1969,97.15,97.82,95.84,97.21,97.21,0.06%,0.0%,,,
11/5/1969,97.21,98.39,96.75,97.64,97.64,0.44%,0.4%,,,
11/6/1969,97.64,98.31,96.80,97.67,97.67,0.03%,0.0%,,,
11/7/1969,97.67,99.01,97.18,98.26,98.26,0.60%,0.6%,,,
11/10/1969,98.26,99.23,97.65,98.33,98.33,0.07%,0.0%,,,
11/11/1969,98.33,98.79,97.45,98.07,98.07,-0.26%,-0.3%,,,
11/12/1969,98.07,98.72,97.28,97.89,97.89,-0.18%,-0.2%,,,
11/13/1969,97.89,98.34,96.54,97.42,97.42,-0.48%,-0.5%,,,
11/14/1969,97.42,97.44,96.36,97.07,97.07,-0.36%,-0.4%,,,
11/17/1969,97.07,97.36,95.82,96.41,96.41,-0.68%,-0.7%,,,
11/18/1969,96.41,97.00,95.57,96.39,96.39,-0.02%,-0.1%,,,
11/19/1969,96.39,96.95,95.36,95.90,95.90,-0.51%,-0.5%,,,
11/20/1969,95.90,95.94,94.12,94.91,94.91,-1.03%,-1.1%,,,
11/21/1969,94.91,95.34,93.87,94.32,94.32,-0.62%,-0.7%,,,
11/24/1969,94.32,94.43,92.63,93.24,93.24,-1.15%,-1.2%,,,
11/25/1969,93.24,94.17,92.38,92.94,92.94,-0.32%,-0.4%,,,
11/26/1969,92.94,93.85,92.24,93.27,93.27,0.36%,0.3%,,,
11/28/1969,93.27,94.41,92.88,93.81,93.81,0.58%,0.5%,,,
12/1/1969,93.81,94.47,92.78,93.22,93.22,-0.63%,-0.7%,,,
12/2/1969,93.22,93.54,91.95,92.65,92.65,-0.61%,-0.6%,,,
12/3/1969,92.65,93.05,91.25,91.65,91.65,-1.08%,-1.1%,,,
12/4/1969,91.65,92.45,90.36,91.95,91.95,0.33%,0.3%,,,
12/5/1969,91.95,92.91,91.14,91.73,91.73,-0.24%,-0.3%,,,
12/8/1969,91.73,92.05,90.29,90.84,90.84,-0.97%,-1.0%,,,
12/9/1969,90.84,91.79,89.93,90.55,90.55,-0.32%,-0.4%,,,
12/10/1969,90.55,91.22,89.33,90.48,90.48,-0.08%,-0.1%,,,
12/11/1969,90.48,91.37,89.74,90.52,90.52,0.04%,0.0%,,,
12/12/1969,90.52,91.67,90.05,90.81,90.81,0.32%,0.3%,,,
12/15/1969,90.81,91.42,89.96,90.54,90.54,-0.30%,-0.3%,,,
12/16/1969,90.54,91.05,89.23,89.72,89.72,-0.91%,-0.9%,,,
12/17/1969,89.72,90.32,88.94,89.20,89.20,-0.58%,-0.6%,,,
12/18/1969,89.20,91.15,88.62,90.61,90.61,1.58%,1.5%,,,
12/19/1969,90.61,92.34,90.33,91.38,91.38,0.85%,0.8%,,,
12/22/1969,91.38,92.03,90.10,90.58,90.58,-0.88%,-0.9%,,,
12/23/1969,90.58,91.13,89.40,90.23,90.23,-0.39%,-0.4%,,,
12/24/1969,90.23,91.89,89.93,91.18,91.18,1.05%,1.0%,,,
12/26/1969,91.18,92.30,90.94,91.89,91.89,0.78%,0.7%,,,
12/29/1969,91.89,92.49,90.66,91.25,91.25,-0.70%,-0.7%,,,
12/30/1969,91.25,92.20,90.47,91.60,91.60,0.38%,0.3%,,,
12/31/1969,91.60,92.94,91.15,92.06,92.06,0.50%,0.5%,,,
1/2/1970,92.06,93.54,91.79,93.00,93.00,1.02%,1.0%,,,
1/5/1970,93.00,94.25,92.53,93.46,93.46,0.49%,0.5%,,,
1/6/1970,93.46,93.81,92.13,92.82,92.82,-0.68%,-0.7%,,,
1/7/1970,92.82,93.38,91.93,92.63,92.63,-0.20%,-0.2%,,,
1/8/1970,92.63,93.47,91.99,92.68,92.68,0.05%,0.0%,,,
1/9/1970,92.68,93.25,91.82,92.40,92.40,-0.30%,-0.3%,,,
1/12/1970,92.40,92.67,91.20,91.70,91.70,-0.76%,-0.8%,,,
1/13/1970,91.70,92.61,90.99,91.92,91.92,0.24%,0.2%,,,
1/14/1970,91.92,92.40,90.88,91.65,91.65,-0.29%,-0.3%,,,
1/15/1970,91.65,92.35,90.73,91.68,91.68,0.03%,0.0%,,,
1/16/1970,91.68,92.49,90.36,90.92,90.92,-0.83%,-0.9%,,,
1/19/1970,90.72,90.72,89.14,89.65,89.65,-1.40%,-1.4%,,,
1/20/1970,89.65,90.45,88.64,89.83,89.83,0.20%,0.2%,,,
1/21/1970,89.83,90.61,89.20,89.95,89.95,0.13%,0.1%,,,
1/22/1970,89.95,90.80,89.20,90.04,90.04,0.10%,0.1%,,,
1/23/1970,90.04,90.45,88.74,89.37,89.37,-0.74%,-0.8%,,,
1/26/1970,89.23,89.23,87.49,88.17,88.17,-1.34%,-1.4%,,,
1/27/1970,88.17,88.54,86.92,87.62,87.62,-0.62%,-0.7%,,,
1/28/1970,87.62,88.24,86.44,86.79,86.79,-0.95%,-1.0%,,,
1/29/1970,86.79,87.09,85.02,85.69,85.69,-1.27%,-1.3%,,,
1/30/1970,85.69,86.33,84.42,85.02,85.02,-0.78%,-0.8%,,,
2/2/1970,85.02,86.76,84.76,85.75,85.75,0.86%,0.8%,,,
2/3/1970,85.75,87.54,84.64,86.77,86.77,1.19%,1.2%,,,
2/4/1970,86.77,87.66,85.59,86.24,86.24,-0.61%,-0.6%,,,
2/5/1970,86.24,86.62,84.95,85.90,85.90,-0.39%,-0.4%,,,
2/6/1970,85.90,86.88,85.23,86.33,86.33,0.50%,0.5%,,,
2/9/1970,86.33,87.85,86.16,87.01,87.01,0.79%,0.8%,,,
2/10/1970,87.01,87.40,85.58,86.10,86.10,-1.05%,-1.1%,,,
2/11/1970,86.10,87.38,85.30,86.94,86.94,0.98%,0.9%,,,
2/12/1970,86.94,87.54,85.93,86.73,86.73,-0.24%,-0.3%,,,
2/13/1970,86.73,87.30,85.71,86.54,86.54,-0.22%,-0.3%,,,
2/16/1970,86.54,87.30,85.80,86.47,86.47,-0.08%,-0.1%,,,
2/17/1970,86.47,87.08,85.57,86.37,86.37,-0.12%,-0.2%,,,
2/18/1970,86.37,88.07,86.19,87.44,87.44,1.24%,1.2%,,,
2/19/1970,87.44,88.70,86.94,87.76,87.76,0.37%,0.3%,,,
2/20/1970,87.76,88.74,86.87,88.03,88.03,0.31%,0.3%,,,
2/24/1970,88.03,88.91,87.28,87.99,87.99,-0.05%,-0.1%,,,
2/25/1970,87.99,89.80,87.11,89.35,89.35,1.55%,1.5%,,,
2/26/1970,89.35,89.63,87.63,88.90,88.90,-0.50%,-0.5%,,,
2/27/1970,88.90,90.33,88.42,89.50,89.50,0.67%,0.6%,,,
3/2/1970,89.50,90.80,88.92,89.71,89.71,0.23%,0.2%,,,
3/3/1970,89.71,90.67,88.96,90.23,90.23,0.58%,0.5%,,,
3/4/1970,90.23,91.05,89.32,90.04,90.04,-0.21%,-0.2%,,,
3/5/1970,90.04,90.99,89.38,90.00,90.00,-0.04%,-0.1%,,,
3/6/1970,90.00,90.36,88.84,89.44,89.44,-0.62%,-0.7%,,,
3/9/1970,89.43,89.43,87.94,88.51,88.51,-1.04%,-1.1%,,,
3/10/1970,88.51,89.41,87.89,88.75,88.75,0.27%,0.2%,,,
3/11/1970,88.75,89.58,88.11,88.69,88.69,-0.07%,-0.1%,,,
3/12/1970,88.69,89.09,87.68,88.33,88.33,-0.41%,-0.4%,,,
3/13/1970,88.33,89.43,87.29,87.86,87.86,-0.53%,-0.6%,,,
3/16/1970,87.86,87.97,86.39,86.91,86.91,-1.08%,-1.1%,,,
3/17/1970,86.91,87.86,86.36,87.29,87.29,0.44%,0.4%,,,
3/18/1970,87.29,88.28,86.93,87.54,87.54,0.29%,0.3%,,,
3/19/1970,87.54,88.20,86.88,87.42,87.42,-0.14%,-0.2%,,,
3/20/1970,87.42,87.77,86.43,87.06,87.06,-0.41%,-0.4%,,,
3/23/1970,87.06,87.64,86.19,86.99,86.99,-0.08%,-0.1%,,,
3/24/1970,86.99,88.43,86.90,87.98,87.98,1.14%,1.1%,,,
3/25/1970,88.11,91.07,88.11,89.77,89.77,2.03%,2.0%,,,
3/26/1970,89.77,90.65,89.18,89.92,89.92,0.17%,0.1%,,,
3/30/1970,89.92,90.41,88.91,89.63,89.63,-0.32%,-0.4%,,,
3/31/1970,89.63,90.17,88.85,89.63,89.63,0.00%,0.0%,,,
4/1/1970,89.63,90.62,89.30,90.07,90.07,0.49%,0.5%,,,
4/2/1970,90.07,90.70,89.28,89.79,89.79,-0.31%,-0.3%,,,
4/3/1970,89.79,90.16,88.81,89.39,89.39,-0.45%,-0.5%,,,
4/6/1970,89.39,89.61,88.15,88.76,88.76,-0.70%,-0.7%,,,
4/7/1970,88.76,89.31,87.94,88.52,88.52,-0.27%,-0.3%,,,
4/8/1970,88.52,89.09,87.83,88.49,88.49,-0.03%,-0.1%,,,
4/9/1970,88.49,89.32,87.96,88.53,88.53,0.05%,0.0%,,,
4/10/1970,88.53,89.14,87.82,88.24,88.24,-0.33%,-0.4%,,,
4/13/1970,88.24,88.67,87.15,87.64,87.64,-0.68%,-0.7%,,,
4/14/1970,87.64,87.73,86.01,86.89,86.89,-0.86%,-0.9%,,,
4/15/1970,86.89,87.71,86.53,86.73,86.73,-0.18%,-0.2%,,,
4/16/1970,86.73,87.13,85.51,85.88,85.88,-0.98%,-1.0%,,,
4/17/1970,85.88,86.36,84.75,85.67,85.67,-0.24%,-0.3%,,,
4/20/1970,85.67,86.36,84.99,85.83,85.83,0.19%,0.2%,,,
4/21/1970,85.83,86.54,84.99,85.38,85.38,-0.52%,-0.6%,,,
4/22/1970,85.38,85.51,83.84,84.27,84.27,-1.30%,-1.3%,,,
4/23/1970,84.27,84.30,82.61,83.04,83.04,-1.46%,-1.5%,,,
4/24/1970,83.04,83.62,81.96,82.77,82.77,-0.33%,-0.4%,,,
4/27/1970,82.77,83.08,81.08,81.46,81.46,-1.58%,-1.6%,,,
4/28/1970,81.46,82.16,79.86,80.27,80.27,-1.46%,-1.5%,,,
4/29/1970,80.27,83.23,79.31,81.81,81.81,1.92%,1.9%,,,
4/30/1970,81.81,82.57,80.76,81.52,81.52,-0.35%,-0.4%,,,
5/1/1970,81.52,82.32,80.27,81.44,81.44,-0.10%,-0.1%,,,
5/4/1970,81.28,81.28,78.85,79.37,79.37,-2.54%,-2.6%,,,
5/5/1970,79.37,79.83,78.02,78.60,78.60,-0.97%,-1.0%,,,
5/6/1970,78.60,80.91,78.23,79.47,79.47,1.11%,1.1%,,,
5/7/1970,79.47,80.60,78.89,79.83,79.83,0.45%,0.4%,,,
5/8/1970,79.83,80.15,78.71,79.44,79.44,-0.49%,-0.5%,,,
5/11/1970,79.44,79.72,78.29,78.60,78.60,-1.06%,-1.1%,,,
5/12/1970,78.60,79.15,77.06,77.85,77.85,-0.95%,-1.0%,,,
5/13/1970,77.75,77.75,75.92,76.53,76.53,-1.70%,-1.7%,,,
5/14/1970,76.53,76.64,74.03,75.44,75.44,-1.42%,-1.5%,,,
5/15/1970,75.44,77.42,74.59,76.90,76.90,1.94%,1.9%,,,
5/18/1970,76.90,77.68,76.07,76.96,76.96,0.08%,0.0%,,,
5/19/1970,76.96,77.20,75.21,75.46,75.46,-1.95%,-2.0%,,,
5/20/1970,75.35,75.35,73.25,73.52,73.52,-2.57%,-2.6%,,,
5/21/1970,73.51,73.51,70.94,72.16,72.16,-1.85%,-1.9%,,,
5/22/1970,72.16,73.42,71.42,72.25,72.25,0.12%,0.1%,,,
5/25/1970,72.16,72.16,69.92,70.25,70.25,-2.77%,-2.8%,,,
5/26/1970,70.25,71.17,68.61,69.29,69.29,-1.37%,-1.4%,,,
5/27/1970,69.37,73.22,69.37,72.77,72.77,5.02%,5.0%,,,
5/28/1970,72.77,75.44,72.59,74.61,74.61,2.53%,2.5%,,,
5/29/1970,74.61,76.92,73.53,76.55,76.55,2.60%,2.6%,,,
6/1/1970,76.55,78.40,75.84,77.84,77.84,1.69%,1.7%,,,
6/2/1970,77.84,78.73,76.51,77.84,77.84,0.00%,0.0%,,,
6/3/1970,77.84,79.22,76.97,78.52,78.52,0.87%,0.8%,,,
6/4/1970,78.52,79.42,76.99,77.36,77.36,-1.48%,-1.5%,,,
6/5/1970,77.36,77.48,75.25,76.17,76.17,-1.54%,-1.6%,,,
6/8/1970,76.17,77.37,75.30,76.29,76.29,0.16%,0.1%,,,
6/9/1970,76.29,79.96,75.58,76.25,76.25,-0.05%,-0.1%,,,
6/10/1970,76.25,76.62,74.92,75.48,75.48,-1.01%,-1.0%,,,
6/11/1970,75.48,75.52,73.96,74.45,74.45,-1.36%,-1.4%,,,
6/12/1970,74.45,74.84,73.25,73.88,73.88,-0.77%,-0.8%,,,
6/15/1970,73.88,75.27,73.67,74.58,74.58,0.95%,0.9%,,,
6/16/1970,74.58,76.76,74.21,76.15,76.15,2.11%,2.1%,,,
6/17/1970,76.15,78.04,75.63,76.00,76.00,-0.20%,-0.2%,,,
6/18/1970,76.00,77.17,74.99,76.51,76.51,0.67%,0.6%,,,
6/19/1970,76.51,78.05,76.31,77.05,77.05,0.71%,0.7%,,,
6/22/1970,77.05,77.43,75.61,76.64,76.64,-0.53%,-0.6%,,,
6/23/1970,76.64,76.83,74.52,74.76,74.76,-2.45%,-2.5%,,,
6/24/1970,74.76,75.42,73.40,73.97,73.97,-1.06%,-1.1%,,,
6/25/1970,73.97,74.93,73.30,74.02,74.02,0.07%,0.0%,,,
6/26/1970,74.02,74.68,73.09,73.47,73.47,-0.74%,-0.8%,,,
6/29/1970,73.47,73.86,72.34,72.89,72.89,-0.79%,-0.8%,,,
6/30/1970,72.89,73.89,72.25,72.72,72.72,-0.23%,-0.3%,,,
7/1/1970,72.72,73.66,72.11,72.94,72.94,0.30%,0.3%,,,
7/2/1970,72.94,73.92,72.43,72.92,72.92,-0.03%,-0.1%,,,
7/6/1970,72.92,73.12,71.38,71.78,71.78,-1.56%,-1.6%,,,
7/7/1970,71.78,72.32,70.69,71.23,71.23,-0.77%,-0.8%,,,
7/8/1970,71.23,73.30,70.99,73.00,73.00,2.48%,2.5%,,,
7/9/1970,73.00,74.77,72.88,74.06,74.06,1.45%,1.4%,,,
7/10/1970,74.06,75.21,73.49,74.45,74.45,0.53%,0.5%,,,
7/13/1970,74.45,75.37,73.83,74.55,74.55,0.13%,0.1%,,,
7/14/1970,74.55,75.04,73.78,74.42,74.42,-0.17%,-0.2%,,,
7/15/1970,74.42,75.68,74.06,75.23,75.23,1.09%,1.1%,,,
7/16/1970,75.23,77.09,75.12,76.34,76.34,1.48%,1.4%,,,
7/17/1970,76.37,78.23,76.37,77.69,77.69,1.77%,1.7%,,,
7/20/1970,77.69,78.72,77.04,77.79,77.79,0.13%,0.1%,,,
7/21/1970,77.79,77.94,76.39,76.98,76.98,-1.04%,-1.1%,,,
7/22/1970,76.98,78.20,76.22,77.03,77.03,0.06%,0.0%,,,
7/23/1970,77.03,78.51,76.46,78.00,78.00,1.26%,1.2%,,,
7/24/1970,78.00,78.48,76.96,77.82,77.82,-0.23%,-0.3%,,,
7/27/1970,77.82,78.27,77.07,77.65,77.65,-0.22%,-0.3%,,,
7/28/1970,77.65,78.35,76.96,77.77,77.77,0.15%,0.1%,,,
7/29/1970,77.77,78.81,77.28,78.04,78.04,0.35%,0.3%,,,
7/30/1970,78.04,78.66,77.36,78.07,78.07,0.04%,0.0%,,,
7/31/1970,78.07,79.03,77.44,78.05,78.05,-0.03%,-0.1%,,,
8/3/1970,78.05,78.24,76.56,77.02,77.02,-1.32%,-1.4%,,,
8/4/1970,77.02,77.56,76.12,77.19,77.19,0.22%,0.2%,,,
8/5/1970,77.19,77.86,76.59,77.18,77.18,-0.01%,0.0%,,,
8/6/1970,77.18,77.68,76.39,77.08,77.08,-0.13%,-0.2%,,,
8/7/1970,77.08,78.09,76.46,77.28,77.28,0.26%,0.2%,,,
8/10/1970,77.28,77.40,75.72,76.20,76.20,-1.40%,-1.4%,,,
8/11/1970,76.20,76.33,75.16,75.82,75.82,-0.50%,-0.5%,,,
8/12/1970,75.82,76.24,75.04,75.42,75.42,-0.53%,-0.6%,,,
8/13/1970,75.42,75.69,74.13,74.76,74.76,-0.88%,-0.9%,,,
8/14/1970,74.76,75.74,74.39,75.18,75.18,0.56%,0.5%,,,
8/17/1970,75.18,75.79,74.52,75.33,75.33,0.20%,0.2%,,,
8/18/1970,75.33,76.79,75.30,76.20,76.20,1.15%,1.1%,,,
8/19/1970,76.20,77.58,76.01,76.96,76.96,1.00%,1.0%,,,
8/20/1970,76.96,77.99,76.30,77.84,77.84,1.14%,1.1%,,,
8/21/1970,77.84,79.60,77.46,79.24,79.24,1.80%,1.8%,,,
8/24/1970,79.41,81.62,79.41,80.99,80.99,2.21%,2.2%,,,
8/25/1970,80.99,81.81,79.69,81.12,81.12,0.16%,0.1%,,,
8/26/1970,81.12,82.26,80.60,81.21,81.21,0.11%,0.1%,,,
8/27/1970,81.21,81.91,80.13,81.08,81.08,-0.16%,-0.2%,,,
8/28/1970,81.08,82.47,80.69,81.86,81.86,0.96%,0.9%,,,
8/31/1970,81.86,82.33,80.95,81.52,81.52,-0.42%,-0.5%,,,
9/1/1970,81.52,81.80,80.43,80.95,80.95,-0.70%,-0.7%,,,
9/2/1970,80.95,81.35,79.95,80.96,80.96,0.01%,0.0%,,,
9/3/1970,80.96,82.63,80.88,82.09,82.09,1.40%,1.4%,,,
9/4/1970,82.09,83.42,81.79,82.83,82.83,0.90%,0.9%,,,
9/8/1970,82.83,83.69,81.48,83.04,83.04,0.25%,0.2%,,,
9/9/1970,83.04,83.78,81.90,82.79,82.79,-0.30%,-0.3%,,,
9/10/1970,82.79,82.98,81.62,82.30,82.30,-0.59%,-0.6%,,,
9/11/1970,82.30,83.19,81.81,82.52,82.52,0.27%,0.2%,,,
9/14/1970,82.52,83.13,81.43,82.07,82.07,-0.55%,-0.6%,,,
9/15/1970,82.07,82.11,80.75,81.36,81.36,-0.87%,-0.9%,,,
9/16/1970,81.36,82.57,80.61,81.79,81.79,0.53%,0.5%,,,
9/17/1970,81.79,83.09,81.51,82.29,82.29,0.61%,0.6%,,,
9/18/1970,82.29,83.50,81.77,82.62,82.62,0.40%,0.4%,,,
9/21/1970,82.62,83.15,81.52,81.91,81.91,-0.86%,-0.9%,,,
9/22/1970,81.91,82.24,80.82,81.86,81.86,-0.06%,-0.1%,,,
9/23/1970,81.86,83.15,81.52,81.91,81.91,0.06%,0.0%,,,
9/24/1970,81.91,82.24,80.82,81.66,81.66,-0.31%,-0.3%,,,
9/25/1970,81.66,83.60,81.41,82.83,82.83,1.43%,1.4%,,,
9/28/1970,82.83,84.56,82.61,83.91,83.91,1.30%,1.3%,,,
9/29/1970,83.91,84.57,83.11,83.86,83.86,-0.06%,-0.1%,,,
9/30/1970,83.86,84.99,82.78,84.30,84.30,0.52%,0.5%,,,
10/1/1970,84.30,84.70,83.46,84.32,84.32,0.02%,0.0%,,,
10/2/1970,84.32,85.56,84.06,85.16,85.16,1.00%,1.0%,,,
10/5/1970,85.16,86.99,85.01,86.47,86.47,1.54%,1.5%,,,
10/6/1970,86.47,87.75,86.04,86.85,86.85,0.44%,0.4%,,,
10/7/1970,86.85,87.47,85.55,86.89,86.89,0.05%,0.0%,,,
10/8/1970,86.89,87.37,85.55,85.95,85.95,-1.08%,-1.1%,,,
10/9/1970,85.95,86.25,84.54,85.08,85.08,-1.01%,-1.0%,,,
10/12/1970,85.05,85.05,83.58,84.17,84.17,-1.07%,-1.1%,,,
10/13/1970,84.17,84.70,83.24,84.06,84.06,-0.13%,-0.2%,,,
10/14/1970,84.06,84.83,83.42,84.19,84.19,0.15%,0.1%,,,
10/15/1970,84.19,85.28,83.82,84.65,84.65,0.55%,0.5%,,,
10/16/1970,84.65,85.21,83.83,84.28,84.28,-0.44%,-0.5%,,,
10/19/1970,84.28,84.29,82.81,83.15,83.15,-1.34%,-1.4%,,,
10/20/1970,83.15,84.19,82.62,83.64,83.64,0.59%,0.6%,,,
10/21/1970,83.64,84.72,83.21,83.66,83.66,0.02%,0.0%,,,
10/22/1970,83.66,84.04,82.77,83.38,83.38,-0.33%,-0.4%,,,
10/23/1970,83.38,84.30,82.91,83.77,83.77,0.47%,0.4%,,,
10/26/1970,83.77,84.26,82.89,83.31,83.31,-0.55%,-0.6%,,,
10/27/1970,83.31,83.73,82.52,83.12,83.12,-0.23%,-0.3%,,,
10/28/1970,83.12,83.81,82.29,83.43,83.43,0.37%,0.3%,,,
10/29/1970,83.43,84.10,82.82,83.36,83.36,-0.08%,-0.1%,,,
10/30/1970,83.36,83.80,82.52,83.25,83.25,-0.13%,-0.2%,,,
11/2/1970,83.25,83.99,82.66,83.51,83.51,0.31%,0.3%,,,
11/3/1970,83.51,84.77,83.21,84.22,84.22,0.85%,0.8%,,,
11/4/1970,84.22,85.26,83.82,84.39,84.39,0.20%,0.2%,,,
11/5/1970,84.39,84.79,83.53,84.10,84.10,-0.34%,-0.4%,,,
11/6/1970,84.10,84.73,83.55,84.22,84.22,0.14%,0.1%,,,
11/9/1970,84.22,85.27,83.82,84.67,84.67,0.53%,0.5%,,,
11/10/1970,84.67,85.69,84.18,84.79,84.79,0.14%,0.1%,,,
11/11/1970,84.79,86.24,84.69,85.03,85.03,0.28%,0.2%,,,
11/12/1970,85.03,85.54,83.81,84.15,84.15,-1.03%,-1.1%,,,
11/13/1970,84.15,84.33,82.92,83.37,83.37,-0.93%,-1.0%,,,
11/16/1970,83.37,83.75,82.34,83.24,83.24,-0.16%,-0.2%,,,
11/17/1970,83.24,84.17,82.81,83.47,83.47,0.28%,0.2%,,,
11/18/1970,83.47,83.53,82.41,82.79,82.79,-0.81%,-0.8%,,,
11/19/1970,82.79,83.48,82.23,82.91,82.91,0.14%,0.1%,,,
11/20/1970,82.91,84.06,82.49,83.72,83.72,0.98%,0.9%,,,
11/23/1970,83.72,84.92,83.47,84.24,84.24,0.62%,0.6%,,,
11/24/1970,84.24,85.18,83.59,84.78,84.78,0.64%,0.6%,,,
11/25/1970,84.78,85.70,84.35,85.09,85.09,0.37%,0.3%,,,
11/27/1970,85.09,86.21,84.67,85.93,85.93,0.99%,1.0%,,,
11/30/1970,85.93,87.60,85.79,87.20,87.20,1.48%,1.4%,,,
12/1/1970,87.20,88.61,86.11,87.47,87.47,0.31%,0.3%,,,
12/2/1970,87.47,88.83,86.72,88.48,88.48,1.15%,1.1%,,,
12/3/1970,88.48,89.87,88.11,88.90,88.90,0.47%,0.4%,,,
12/4/1970,88.90,89.89,88.12,89.46,89.46,0.63%,0.6%,,,
12/7/1970,89.46,90.39,88.76,89.94,89.94,0.54%,0.5%,,,
12/8/1970,89.94,90.47,88.87,89.47,89.47,-0.52%,-0.6%,,,
12/9/1970,89.47,90.03,88.48,89.54,89.54,0.08%,0.0%,,,
12/10/1970,89.54,90.87,89.01,89.92,89.92,0.42%,0.4%,,,
12/11/1970,89.92,90.93,89.44,90.26,90.26,0.38%,0.3%,,,
12/14/1970,90.26,90.81,89.28,89.80,89.80,-0.51%,-0.5%,,,
12/15/1970,89.80,90.32,88.93,89.66,89.66,-0.16%,-0.2%,,,
12/16/1970,89.66,90.22,88.77,89.72,89.72,0.07%,0.0%,,,
12/17/1970,89.72,90.61,89.31,90.04,90.04,0.36%,0.3%,,,
12/18/1970,90.04,90.77,89.42,90.22,90.22,0.20%,0.2%,,,
12/21/1970,90.22,90.77,89.36,89.94,89.94,-0.31%,-0.3%,,,
12/22/1970,89.94,90.84,89.35,90.04,90.04,0.11%,0.1%,,,
12/23/1970,90.04,90.86,89.35,90.10,90.10,0.07%,0.0%,,,
12/24/1970,90.10,91.08,89.81,90.61,90.61,0.57%,0.5%,,,
12/28/1970,90.61,91.49,90.28,91.09,91.09,0.53%,0.5%,,,
12/29/1970,91.09,92.38,90.73,92.08,92.08,1.09%,1.1%,,,
12/30/1970,92.08,92.99,91.60,92.27,92.27,0.21%,0.2%,,,
12/31/1970,92.27,92.79,91.36,92.15,92.15,-0.13%,-0.2%,,,
1/4/1971,92.15,92.19,90.64,91.15,91.15,-1.09%,-1.1%,,,
1/5/1971,91.15,92.28,90.69,91.80,91.80,0.71%,0.7%,,,
1/6/1971,91.80,93.00,91.50,92.35,92.35,0.60%,0.6%,,,
